Season,Title,Airdate,Rating,Vote_count,Description
14,Viejo panza amarilla,4 may. 2003,6.7,999,"Homer echa a Ayudante de Santa por no salvarlo de un incendio, pero poco después el perro se convierte en la nueva mascota de Duff."
14,"Atropella a mi esposa, por favor",11 may. 2003,6.7,966,"Como Homer pierde su licencia de conducir, Marge debe llevar a todos a todas partes, lo que le genera tanto estrés que accidentalmente atropella a Homer y ambos terminan consultando a un consejero matrimonial."
14,El arte de la guerra de Bart,18 may. 2003,6.6,1022,"Bart y Milhouse son obligados a hacer servicio comunitario después de destruir el monumento de Flanders y se unen a grupos comunitarios diferentes, quedando enfrentados entre sí."
14,Moe y el blues del bebé,18 may. 2003,7.7,1234,"Después de salvar la vida de Maggie, Moe desarrolla un vínculo especial con ella, para disgusto de Homer."
15,La casita del horror XIV,2 nov. 2003,7.5,1320,"Primero, Homer mata a la Parca y ocupa su lugar en «Locura de la Parca». Luego, el padre del profesor Frink revive, pero mata personas y les roba los órganos en «Frinkenstein». Finalmente, Bart y Milhouse consiguen un cronómetro que puede detener el tiempo en «Detengan el mundo, quiero hacer tonterías»."
15,"Mi madre, la ladrona de autos",9 nov. 2003,7.3,1083,La madre de Homer regresa a Springfield y la ciudad la indulta de los cargos en su contra. El señor Burns se enfurece y prepara un plan para enviar a Mona Simpson a prisión.
15,La presidenta llevaba perlas,16 nov. 2003,6.9,1100,Lisa se enfrenta al director Skinner después de ser elegida presidenta escolar.
15,Los monólogos de Regina,23 nov. 2003,7.0,1171,"El primer ministro Tony Blair recibe a los Simpson en Inglaterra, donde se cruzan con la escritora J. K. Rowling y el actor Ian McKellen."
15,El gordo y el peludo,30 nov. 2003,7.0,1033,"En el basurero, Homer es filmado mientras lo ataca un oso. El pueblo lo considera un cobarde, así que Homer decide enfrentarse nuevamente al animal."
15,Hoy soy un payaso,7 dic. 2003,6.4,1000,Krusty decide hacer lo que nunca hizo cuando tenía trece años: celebrar su Bar Mitzvá.
15,Esta es la decimoquinta temporada,14 dic. 2003,7.0,1032,"Después de gastar todo su dinero en un regalo caro para sí mismo y de que la familia le diga que debería ser menos egoísta, Homer decide cambiar su forma de ser."
15,"Marge contra solteros, ancianos, parejas sin hijos, adolescentes y gays",4 ene. 2004,6.6,1003,"Un concierto para bebés termina en disturbios, por lo que los adultos sin hijos de Springfield se organizan para hacer que la ciudad sea menos amigable con los niños."
15,"Yo, (gruñido molesto)-Bot",11 ene. 2004,7.2,1093,Homer finge ser un robot y compite en Robot Wars para ganarse el afecto de Bart; Lisa tiene problemas con sus gatos.
15,Diatriba de una ama de casa loca,25 ene. 2004,7.1,1034,"Marge se inspira para escribir una novela, pero la trama del libro —un marido gordo y desagradable y un vecino apuesto y amable— pone celoso a Homer."
15,Tour margical por la historia,8 feb. 2004,7.0,1015,"Marge les cuenta a Lisa, Bart y Milhouse tres historias de la historia porque la biblioteca no tiene ninguna."
15,Milhouse ya no vive aquí,15 feb. 2004,7.1,1026,"Milhouse se muda a Ciudad Capital y, como consecuencia, Lisa y Bart se convierten en mejores amigos."
15,Inteligente y más inteligente,22 feb. 2004,7.1,1034,"Cuando se revela que Maggie tiene un coeficiente intelectual de 167, Lisa deja de ser la genio de la familia, lo que provoca una rivalidad entre las hermanas."
15,El Ziff que vino a cenar,14 mar. 2004,6.7,978,Descubren a Artie Ziff escondido en el ático de los Simpson.
15,Día de los codependientes,21 mar. 2004,6.7,980,Marge empieza a beber mucho para pasar más tiempo con Homer. Bart y Lisa enfrentan a un famoso director de cine por la caída en la calidad de sus películas.
15,El joven errante,28 mar. 2004,7.0,1045,"Después de hacerle una broma a todo el pueblo, Bart es condenado a seis meses en un centro de menores. Allí conoce a Gina, quien obliga a Bart a escapar con ella."
15,Mi gran boda geek y gorda,18 abr. 2004,6.6,1000,La señora Krabappel se enamora del Hombre de las Historietas y ambos planean una boda al estilo Star Trek. El director Skinner planea impedirla.
15,Atrápalos si puedes,25 abr. 2004,7.0,1057,"Homer y Marge intentan irse de vacaciones sin los niños, pero Bart y Lisa los siguen a todas partes."
15,Simple Simpson,2 may. 2004,7.3,1081,Homer se convierte en un justiciero enmascarado que usa pasteles como armas después de ver cómo humillan a Lisa en una competencia de la feria estatal.
15,Así no éramos,9 may. 2004,7.2,1052,"Marge y Homer descubren que en realidad se besaron a los 10 años sin saber que habían sido el primer beso del otro, y cuentan la historia."
15,Bart mutila la bandera,16 may. 2004,6.2,1054,Una foto accidental que muestra a Bart enseñándole el trasero a la bandera estadounidense convierte a los Simpson en la familia más odiada del pueblo.
15,Noticias fraudulentas,23 may. 2004,7.2,981,"Después de que se informa erróneamente que el señor Burns ha muerto, compra todos los medios de comunicación para impedir que publiquen artículos devastadores sobre él."
16,La casita del horror XV,7 nov. 2004,7.4,1193,Ned obtiene el poder de prever la muerte de las personas; Maggie es encogida dentro de una cápsula vitamínica y tragada; Eliza Simpson y su compañero persiguen a un asesino.
16,Todo vale en la guerra del horno,14 nov. 2004,6.8,991,"Homer le compra a Marge una cocina nueva, y a ella le gusta tanto cocinar allí que participa en el concurso de repostería Ovenfresh."
16,Durmiendo con el enemigo,21 nov. 2004,7.1,1023,"Como cree que sus propios hijos ya no la valoran, Marge se convierte en una figura materna para Nelson."
16,Ella solía ser mi amiga,5 dic. 2004,6.4,993,"Marge se pone celosa cuando Lisa comienza a idolatrar a su antigua amiga de secundaria Chloe Talbot, una famosa periodista."
16,Hombre gordo y niño pequeño,12 dic. 2004,7.0,949,Bart empieza a diseñar frases para camisetas y sus remeras se vuelven muy populares entre los habitantes de Springfield.
16,Receta de medianoche,16 ene. 2005,7.1,972,"Homer viaja a Canadá con Apu y Ned para comprar los medicamentos del Abuelo, pero los tres tienen problemas para regresar porque el guardia fronterizo cree que Apu es un terrorista."
16,Mamá cervecera,30 ene. 2005,6.8,930,Homer le da a Moe una enorme suma de dinero para evitar que tenga que cerrar el bar.
16,El pase Ave María de Homer y Ned,6 feb. 2005,6.2,1003,Un video de Homer bailando se vuelve tan popular que grandes figuras del deporte lo contratan para diseñar sus bailes de celebración.
16,Rap bromista,13 feb. 2005,6.5,1024,"Bart va a un concierto de rap al que Marge le había prohibido asistir. Para evitar el castigo, hace creer a Marge y Homer que fue secuestrado."
16,Hay algo sobre el matrimonio,20 feb. 2005,6.8,1011,Un habitante del pueblo sale del clóset cuando Springfield legaliza el matrimonio entre personas del mismo sexo como parte de un plan para impulsar el turismo; Homer usa Internet para convertirse en ministro.
16,En un día despejado no puedo ver a mi hermana,6 mar. 2005,6.7,997,"Después de que Bart la molesta, una orden judicial le prohíbe acercarse demasiado a Lisa."
16,Goo Goo Gai Pan,13 mar. 2005,6.9,1007,"Selma decide adoptar un niño, por lo que toda la familia viaja a China."
16,Homer móvil,20 mar. 2005,6.8,938,"Después de un accidente mientras limpia el garaje, Marge quiere que Homer contrate un seguro de vida. En cambio, la familia termina comprando una casa rodante."
16,El soplón de las siete cervezas,3 abr. 2005,6.7,932,"Springfield construye un teatro de ópera, pero como nadie asiste lo convierten en una prisión. Viejas leyes olvidadas se utilizan para llenarla, y Homer termina encarcelado por patear una lata cinco veces seguidas. En prisión, Homer se convierte en informante."
16,Drama futuro,17 abr. 2005,7.2,1065,"Bart y Lisa ven el futuro, donde sus vidas han cambiado."
16,No le temas al techador,1 may. 2005,7.4,1127,"Homer conoce a un nuevo amigo, Ray el techador, pero termina internado en una institución psiquiátrica cuando sus amigos y su familia creen que lo inventó."
16,El niño del corazón roto,1 may. 2005,7.1,985,"Bart empieza a alimentarse únicamente con productos de la nueva máquina de golosinas de la escuela, pero aumenta tanto de peso que debe ir a un campamento para adelgazar."
16,Una estrella se desgarra,8 may. 2005,6.6,948,Lisa participa en un concurso de canto infantil y Homer se convierte en su representante gracias a su habilidad para escribir canciones que encantan al público.
16,Gracias a Dios es el fin del mundo,8 may. 2005,7.2,989,"Homer oye hablar del Rapto y, usando numerología para calcular cuándo ocurrirá, descubre que faltan solo siete días."
16,Hogar lejos de Homer,15 may. 2005,7.0,943,"Después de que Homer humilla a Ned Flanders, Ned, Rod y Todd deciden abandonar Springfield y mudarse a Humbleton, Pensilvania."
16,"El padre, el hijo y la santa estrella invitada",15 may. 2005,7.3,1065,Bart es expulsado de la Escuela Primaria de Springfield y por eso es inscripto en la escuela católica San Jerónimo.
17,La hoguera de los manatíes,11 sep. 2005,6.1,1069,"Cuando Marge deja a Homer porque permitió que se filmara una película para adultos en su casa, ella busca realización personal protegiendo manatíes."
17,La chica que dormía demasiado poco,18 sep. 2005,6.8,1012,Un nuevo cementerio justo frente a la ventana de la habitación de Lisa le provoca muchas noches de insomnio.
17,Milhouse de arena y niebla,25 sep. 2005,6.9,957,"Maggie contrae varicela y Homer tiene la gran idea de cobrarles a otros padres para contagiar a sus hijos organizando una fiesta de varicela, pero el plan se vuelve en su contra."
17,La casita del horror XVI,6 nov. 2005,7.3,1139,Un hijo androide reemplaza a Bart; Homer y sus amigos son las presas en un torneo de caza del señor Burns; una bruja convierte a los habitantes en sus disfraces de Halloween.
17,Envenenamiento del hijo de Marge,13 nov. 2005,6.9,981,Marge y Bart empiezan a pasar más tiempo juntos y convierten en tradición ir en bicicleta a una casa de té de un pequeño pueblo en las afueras de Springfield.
17,Mira a Homer correr,20 nov. 2005,6.8,950,"Cuando una elección revocatoria pone en juego el cargo del alcalde Quimby, Homer aprovecha la oportunidad para intentar ganar el puesto y recuperar el cariño de su hija."
17,La última de las mamás del sombrero rojo,27 nov. 2005,6.6,961,"Milhouse le enseña italiano a Lisa, y Marge se une a las Alegres Tomates Rojas, un grupo que planea robarle al señor Burns huevos Fabergé por valor de un millón de dólares."
17,El Bob italiano,11 dic. 2005,7.0,1167,Los Simpson se pierden en Italia y terminan en un pequeño pueblo donde Bob Patiño se ha convertido en alcalde.
17,Historias navideñas de Los Simpson,18 dic. 2005,6.8,960,"Homer cuenta la historia de la primera Navidad, mientras el Abuelo continúa su disputa de décadas con Santa Claus."
17,El problema de paternidad de Homer,8 ene. 2006,6.6,960,"Cuando encuentran a un cartero congelado de los años 60 dentro de un glaciar de Springfield, surgen dudas sobre si Abe es realmente el padre de Homer."
17,Vamos por el camino hacia ninguna parte,29 ene. 2006,6.9,933,"Cuando Homer va rumbo a Las Vegas para encontrarse con sus amigos, debe desviarse para llevar a Bart a un campamento educativo. Mientras tanto, Marge descubre una sorprendente fuente de ingresos."
17,Mi bella damita,26 feb. 2006,6.4,1002,Bart y Lisa hacen una apuesta sobre si Lisa puede convertir al jardinero Willie en un verdadero caballero.
17,La historia aparentemente interminable,12 mar. 2006,7.6,1143,"En esta historia dentro de una historia dentro de otra historia dentro de otra, una expedición de exploración de cuevas, una oveja enfurecida y un Moe enamorado quedan inseparablemente entrelazados."
17,Bart tiene dos mamás,19 mar. 2006,7.0,962,"Marge comienza a cuidar a los hijos de Flanders, lo que lleva a Homer a pasar más tiempo con Bart y Lisa. Bart es secuestrado por un solitario chimpancé de cine."
17,"Homer Simpson, esta es tu esposa",26 mar. 2006,6.4,1278,"Como parte de un nuevo programa de Fox, los Simpson participan en un intercambio de esposas."
17,Abe del millón de dólares,2 abr. 2006,6.3,956,"Después de arruinar las posibilidades de Springfield de conseguir una franquicia de la NFL, el Abuelo va a un centro de suicidio asistido y luego se convierte en torero."
17,"Besa, besa, bang Bangalore",9 abr. 2006,7.2,1084,Homer es enviado a India cuando trasladan allí la planta nuclear. Selma y Patty secuestran a Richard Dean Anderson después de que él desprecia su club de fanáticas de MacGyver.
17,Las historias más mojadas jamás contadas,23 abr. 2006,6.7,938,"Mientras esperan la cena en El Holandés Frito, la familia empieza a contar tres historias sobre barcos: «Viaje en el Mayflower», «Motín a bordo» y «La aventura de Neptuno»."
17,Las chicas solo quieren sumar,30 abr. 2006,7.1,1044,"La Escuela Primaria de Springfield se divide en dos escuelas separadas —una para varones y otra para mujeres— después de que degradan al director Skinner. Preocupada porque los chicos reciben una educación de mayor calidad, Lisa se disfraza de varón."
17,Respecto de Margie,7 may. 2006,6.6,963,"Después de golpearse la cabeza con un banco, Marge sufre amnesia. Poco a poco sus recuerdos empiezan a regresar, salvo los relacionados con Homer."
17,El traje del mono,14 may. 2006,7.0,1022,"Después de ver una exposición de museo sobre la evolución en la que la creación es calificada como un mito, un indignado Ned Flanders se une al reverendo Alegría para presionar al director Skinner y obligarlo a enseñar creacionismo en las aulas, finalmente a costa de toda mención de la evolución. Lisa también se indigna y forma una organización estudiantil para enseñar evolución, lo que conduce a un juicio entre creacionismo y evolución al estilo de Heredarás el viento."
17,Homer y Marge juegan a ser pareja,21 may. 2006,6.3,991,Marge y Homer prueban suerte como consejeros matrimoniales de celebridades.
18,"El mafioso, el chef, la esposa y su Homer",10 sep. 2006,7.5,1253,"Cuando Tony el Gordo debe apartarse temporalmente tras un intento de asesinato, Homer y Bart se hacen cargo del negocio."
18,Jazz y los gatitos,17 sep. 2006,6.6,1106,Lisa se deprime cuando Bart se convierte en mejor músico de jazz que ella. Entonces decide instalar un refugio de animales en el ático de los Simpson.
18,"Por favor, Homer, no martilles",24 sep. 2006,6.7,1045,"Marge inicia su propio negocio de carpintería, pero Homer se convierte en la cara visible porque nadie toma en serio a una carpintera. Además, Bart aprovecha la alergia del director Skinner al maní."
18,La casita del horror XVII,5 nov. 2006,6.8,1229,Un meteorito transforma a Homer en una masa arrasadora con apetito voraz; Bart da vida a un gólem; una falsa invasión alienígena se vuelve real.
18,G.I. (gruñido molesto),12 nov. 2006,6.7,1074,Homer es engañado para alistarse en el Ejército y sus travesuras después del entrenamiento básico terminan provocando una ocupación militar de Springfield.
18,Moe y Lisa,19 nov. 2006,6.7,1024,"Lisa ayuda a Moe a convertirse en un poeta distinguido, pero se vuelve contra él cuando Moe se atribuye todo el mérito de su nueva grandeza."
18,El helado de Margie: con el cabello celeste,26 nov. 2006,6.9,1024,"Homer se convierte en heladero después de ser despedido de la planta, y Marge usa los palitos de helado sobrantes para crear figuras de arte popular."
18,La pareja del ja-ja,10 dic. 2006,7.1,996,"Bart y Nelson se convierten en mejores amigos, pero Bart descubre, sorprendido, que las ventajas de la amistad no compensan lo dependiente que es Nelson."
18,"Mata a Gil, vol. 1 y 2",17 dic. 2006,6.2,1065,"Los Simpson dejan que Gil se quede con ellos durante Navidad. Sin embargo, termina viviendo allí once meses porque Marge no logra decirle que no."
18,La esposa acuática,7 ene. 2007,6.5,1021,"Homer lleva a Marge de regreso a Bahía Percebe, donde pasaba sus queridas vacaciones de verano. Pero al llegar descubren que ya no es un destino turístico."
18,La venganza es un plato que se sirve mejor tres veces,28 ene. 2007,6.9,992,"Mientras Homer intenta vengarse de un conductor que se le cruzó, su familia le advierte sobre la insensatez de la venganza contándole historias basadas en «El conde de Montecristo», «La venganza de los nerds» y «Batman»."
18,Pequeña gran chica,11 feb. 2007,6.7,1090,Lisa adorna su ascendencia familiar como indígena estadounidense para un proyecto escolar; Bart obtiene una licencia de conducir y comienza una relación con una chica mayor.
18,Springfield al día,18 feb. 2007,7.2,1062,"Parodia de la serie británica de documentales «Up», en la que un cineasta sigue a Homer y sus amigos desde la escuela primaria hasta que llegan a los cuarenta años."
18,Acordes campesinos,4 mar. 2007,6.8,1040,"En esta parodia de La novicia rebelde (1965), Lisa se convierte en tutora de los siete hijos de Cletus, hasta que Krusty intenta explotarlos como artistas. Mientras tanto, Bart desarrolla un fuerte vínculo emocional con el psiquiatra que le asigna la escuela."
18,Romeo viejo y Juli-eh,11 mar. 2007,6.2,1004,"Selma y el Abuelo se enamoran y terminan casándose, un matrimonio al que se oponen tanto Homer como Patty."
18,Homerazzi,25 mar. 2007,7.0,1032,"Homer se convierte en un paparazzi exitoso, pero las celebridades de Springfield deciden vengarse de él."
18,Marge gamer,22 abr. 2007,7.2,1130,Marge decide descubrir qué ofrece Internet y pronto se engancha con un juego de rol en línea; Homer arbitra el partido de fútbol de Lisa.
18,Los chicos del fracaso,29 abr. 2007,5.8,1062,"Bart se convierte en la persona más odiada de Springfield después de ser el responsable de la derrota en un partido de béisbol por el campeonato, y el nuevo trabajo de Homer como vendedor de colchones arruina su vida sexual con Marge."
18,Ladrón y escalera,6 may. 2007,6.9,942,"Homer, Moe, Apu y el director Skinner se convierten en bomberos voluntarios. Pero que no reciban un sueldo no significa que no puedan encontrar una forma de obtener compensación."
18,Detente o mi perro disparará,13 may. 2007,6.8,953,"Homer lleva sin querer a la familia a un laberinto de maíz mientras intenta irse de un aburrido festival de cosecha al que Marge los llevó. Cuando todos menos Homer logran salir, Ayudante de Santa lo rescata y se convierte en héroe del pueblo. Los Simpson entonces lo inscriben en la Academia de Perros Policía, donde forma pareja con Lou."
18,24 minutos,20 may. 2007,8.1,1791,Bart y Lisa unen fuerzas para impedir que los abusones de la escuela hagan explotar una bomba fétida durante la venta de pasteles.
18,Kent no siempre puede decir lo que quiere,20 may. 2007,7.1,1114,"Después de que Kent Brockman es despedido como presentador de noticias, él y Lisa usan Internet para exponer la Conspiración de Fox News."
19,Le encanta volar y hace d'oh,23 sep. 2007,6.6,1090,Homer se enamora de los aviones privados después de viajar a Chicago con el señor Burns. Entonces Marge le contrata un «asesor de vida» para ayudarlo a pensar en positivo y encontrar un trabajo que le permita ganarse la vida volando.
19,Homer de Sevilla,30 sep. 2007,6.5,1078,"Homer se convierte en estrella de ópera después de que una lesión mejora su voz para cantar. Su nueva popularidad lo obliga a contratar a una asistente personal, que resulta ser una acosadora obsesionada."
19,Remolcador de medianoche,7 oct. 2007,7.1,1031,"Homer se convierte en el hombre más odiado del pueblo después de empezar a trabajar como conductor de grúa, y Marge le enseña a Maggie a no ser una bebé excesivamente dependiente."
19,No quiero saber por qué canta el pájaro enjaulado,14 oct. 2007,6.7,998,"Marge promete visitar en prisión a un ladrón de bancos condenado, pero tiene miedo de cumplir su palabra. Cuando el convicto escapa, Marge es la primera persona a la que va a visitar."
19,La casita del horror XVIII,4 nov. 2007,6.9,1112,El decimoctavo especial de Halloween de Los Simpson incluye parodias de las películas «E.T.» y «Sr. y Sra. Smith».
19,La pequeña huérfana Millie,11 nov. 2007,6.5,951,"Los padres de Milhouse se pierden en el mar, lo que lo convierte en un solitario problemático. Pero su nueva personalidad lo transforma en el chico más popular de la escuela, despertando los celos de Bart."
19,Maridos y cuchillos,18 nov. 2007,6.9,1112,"Cuando Marge se convierte en una empresaria exitosa, Homer teme que lo deje por un marido trofeo. Por eso decide someterse a cirugía plástica para verse más atractivo."
19,Funeral para un enemigo,25 nov. 2007,7.1,1093,"Bart es responsable de la muerte de Bob Patiño después de frustrar su último intento de venganza, pero ¿su muerte es realmente parte del plan?"
19,Eterno resplandor de una mente Simpson,16 dic. 2007,8.2,1545,"Homer acude al Dr. Frink para que lo ayude a recuperar sus recuerdos de la noche anterior y, a partir de su interpretación de ellos, descubre que Marge está teniendo una aventura."
19,E Pluribus Wiggum,6 ene. 2008,6.8,996,Springfield se convierte en sede de la primera primaria presidencial. Los habitantes pronto se cansan de que todos los candidatos intenten congraciarse con ellos y deciden apoyar a su propio candidato por voto escrito: Ralph Wiggum.
19,Ese show de los 90,27 ene. 2008,6.2,1551,"Homer y Marge les cuentan a los niños sobre su vida a comienzos de los años 90, antes de que nacieran, cuando Marge estudiaba en la Universidad de Springfield y Homer era el cantante principal de una banda de grunge."
19,Amor al estilo Springfield,17 feb. 2008,6.5,1029,"Una serie de parodias románticas del Día de San Valentín basadas en «Bonnie y Clyde», «La dama y el vagabundo» y «Sid y Nancy»."
19,El infiltrado,2 mar. 2008,7.6,1280,El nuevo bromista de cuarto grado de Bart resulta ser en realidad un topo introducido por el director Skinner para infiltrarse en el círculo cercano de Bart. Homer se enamora del auto prestado que recibe después de que Marge destroza el suyo.
19,Marca «N» de nerd,9 mar. 2008,7.3,1061,"Una de las bromas de Bart provoca la muerte de Martin, pero Lisa no quiere que confiese porque sería considerada cómplice. Marge contrata a un equipo de televisión para averiguar si Homer está engañando su dieta."
19,Humo sobre la hija,30 mar. 2008,6.6,964,"Marge hace que Lisa practique ballet, principalmente para que cumpla los sueños que ella tenía de niña. Lisa cede a la presión de sus compañeras y empieza a fumar. Mientras tanto, Homer y Bart intentan montar su propio negocio de carne seca."
19,"Papá, no te aproveches",13 abr. 2008,5.9,941,"Cuando los Simpson descubren que Lurleen Lumpkin está pasando por un mal momento, Marge acepta de mala gana recibirla en casa y ayudarla a encontrar al padre irresponsable que la abandonó 30 años atrás."
19,Vaca apocalíptica,27 abr. 2008,6.7,979,"Bart intenta salvar del matadero a la vaca que crió para su club 4-H y, en el proceso, termina comprometido accidentalmente con una de las hijas de Cletus."
19,Cualquier Sundance,4 may. 2008,7.0,985,"El documental de Lisa sobre su familia es aceptado en el Festival de Cine de Sundance. Sin embargo, su familia se enfurece cuando descubre que la película no los deja precisamente bien parados."
19,Mona se va,11 may. 2008,7.0,995,"La madre de Homer muere y, como parte de su testamento, le pide que esparza sus cenizas. Sin embargo, su pedido resulta formar parte de su último acto de rebelión contra el sistema."
19,Todo sobre Lisa,18 may. 2008,6.3,908,"En una parodia de «La malvada», Lisa traiciona a Krusty, ocupa su trabajo y gana un prestigioso premio. Mientras tanto, Homer y Bart empiezan a coleccionar monedas."
20,"Sexo, pasteles y raspaduras idiotas",28 sep. 2008,7.2,1219,"Homer y Ned se asocian como cazarrecompensas, y Marge consigue trabajo en una panadería erótica."
20,Verizon perdido,5 oct. 2008,6.9,1075,Bart se mete en problemas con Marge cuando ella descubre que tiene el teléfono celular de Denis Leary y que lo usa para hacer bromas telefónicas.
20,"Doble, doble, chico en problemas",19 oct. 2008,6.8,1037,"Bart intercambia su vida con la de un multimillonario idéntico a él, pero descubre que la vida de su doble no es todo lo que imaginaba."
20,La casita del horror XIX,2 nov. 2008,7.1,1215,"El 19.º especial de Halloween de Los Simpson, con parodias de «Transformers», «Mad Men» y «Es la Gran Calabaza, Charlie Brown»."
20,Curvas peligrosas,9 nov. 2008,6.5,977,"Los Simpson pasan las vacaciones del 4 de Julio en un hotel de cabañas, lo que lleva a Homer y Marge a recordar dos episodios de su pasado en los que se alojaron allí."
20,Homer y Lisa intercambian palabras cruzadas,16 nov. 2008,7.0,977,"Homer consigue trabajo separando parejas y Lisa se convierte en experta en resolver crucigramas, pero Homer apuesta en su contra durante una competencia."
20,MyPods y explosivos,30 nov. 2008,7.1,1140,"Homer sospecha que la familia del nuevo amigo musulmán de Bart, procedente de Jordania, forma parte de un complot terrorista, y Lisa se obsesiona con su nuevo MyPod."
20,Burns y las abejas,7 dic. 2008,6.5,979,"El señor Burns gana un equipo profesional de básquet en una partida de póquer, y el nuevo estadio que planea hacer construir en Springfield amenaza con interferir con el nuevo santuario de abejas de Lisa."
20,"Lisa, la reina del drama",25 ene. 2009,5.9,1110,"Lisa y su nueva mejor amiga crean su propio mundo de fantasía, pero Marge ya no quiere que Lisa vea a su amiga cuando descubre hasta qué punto están inmersas en él."
20,"Toma mi vida, por favor",15 feb. 2009,6.9,934,Homer descubre que en realidad ganó la elección de presidente de su curso en la secundaria y tiene la oportunidad de averiguar cómo habría sido diferente su vida si aquello hubiera ocurrido.
20,Cómo se ganó el examen,1 mar. 2009,6.9,939,"Bart y sus compañeros de bajo rendimiento son llevados de «excursión» a Ciudad Capital para que se pierdan el examen estandarizado, mientras Homer se asegura de que no pase nada malo hasta que vuelva a entrar en vigencia su seguro."
20,"Sin préstamo otra vez, naturalmente",8 mar. 2009,6.8,925,"Los Simpson pierden su casa, pero Flanders la compra y se la ofrece en alquiler. Cuando resultan ser inquilinos poco confiables, Flanders los echa."
20,Maggie se fue,15 mar. 2009,7.1,1065,"Para rescatar a Maggie de un orfanato católico, Lisa debe resolver una serie de acertijos que revelarán la identidad de una gema capaz de traer paz a Springfield."
20,En nombre del abuelo,22 mar. 2009,6.3,975,"Los Simpson llevan al Abuelo a Irlanda para que vuelva a visitar un pub al que iba durante la guerra, pero Homer y el Abuelo terminan engañados para comprar el bar."
20,Boda para el desastre,29 mar. 2009,6.6,888,"Homer es secuestrado momentos antes de que él y Marge vuelvan a renovar sus votos. Sin embargo, Marge llega a la conclusión de que Homer la dejó plantada en el altar."
20,Pequeña Maya Moe,5 abr. 2009,7.1,966,"Moe empieza a salir con una mujer de baja estatura que conoció por Internet, mientras Maggie sufre acoso en el parque de juegos junto al bar de Moe, donde Homer la deja."
20,"El bueno, el triste y el drogado",19 abr. 2009,7.1,994,"Bart hace que Milhouse cargue con la culpa por una broma escolar y luego lo ignora cuando se enamora de una linda alumna de quinto grado muy solidaria, provocando la furia de Milhouse. Mientras tanto, Lisa empieza a tomar «píldoras felices» para mejorar su visión negativa de la vida."
20,Papá sabe peor,26 abr. 2009,6.9,919,"Homer se convierte en un «padre helicóptero» en la Escuela Primaria de Springfield al ayudar a Bart a terminar un proyecto y a Lisa a hacerse popular, mientras Marge encuentra una sauna secreta en su casa."
20,"Waverly Hills, 9021-D'Oh",3 may. 2009,7.1,1011,Los Simpson establecen una residencia falsa en Waverly Hills para que Bart y Lisa puedan asistir a la escuela allí.
20,Cuatro grandes mujeres y una manicura,10 may. 2009,6.3,944,"Una serie de parodias basadas en cuatro mujeres fuertes: la reina Isabel, Blancanieves, Lady Macbeth y Ayn Rand."
20,Llegando a Homerica,17 may. 2009,7.2,1052,Los habitantes construyen un muro alrededor de Springfield para impedir que los «inmigrantes» de Ogdenville se muden a su ciudad.
21,Homer el grandote,27 sep. 2009,7.0,1121,"Un estudio de Hollywood realiza una película basada en «Everyman», el personaje de historieta creado por el Hombre de las Historietas, y Homer obtiene el papel principal. Sin embargo, sus fluctuaciones de peso causan problemas a la producción."
21,Bart obtiene una «Z»,4 oct. 2009,6.5,975,"Cuando una broma de Bart hace que despidan a la señora Krabappel de la Escuela Primaria de Springfield, él intenta compensarla sin dejar que sepa que fue el responsable."
21,La gran esperanza de la esposa,11 oct. 2009,6.1,896,Marge se enfrenta en el ring al dueño de una liga de artes marciales para conseguir que ese deporte sea prohibido en Springfield.
21,La casita del horror XX,18 oct. 2009,7.3,1106,"Lisa se enfurece con la señorita Hoover y, en una serie de homenajes a clásicos de Hitchcock, busca una venganza mortal. Luego, el nuevo sándwich de comida rápida de Krusty transforma al presentador Kent Brockman en un zombi furioso y, veintiocho días después, zombis caníbales han invadido Springfield. En la última historia aterradora, Homer cae accidentalmente por una trampilla en la taberna de Moe y queda atravesado por las tuberías de la microcervecería. Moe sirve a los clientes una deliciosa cerveza saborizada con la sangre de Homer y Homer, ahora mitad hombre y mitad equipo cervecero, regresa para..."
21,El diablo viste de nada,15 nov. 2009,6.6,871,"Marge redescubre su sexualidad después de aparecer en un calendario atrevido, pero Homer está demasiado agotado para responder a sus avances porque su nuevo jefe, Carl, lo hace trabajar hasta el límite."
21,Bromas y verdes,22 nov. 2009,6.6,860,"Bart conoce al chico responsable de la mayor broma en la historia de la Escuela Primaria de Springfield y descubre que ahora es un perdedor de 19 años. Mientras tanto, reprenden a Marge por ofrecer refrigerios poco saludables al grupo de juegos de Maggie."
21,Campesinos y escobas,29 nov. 2009,6.7,864,"Homer se vuelve experto en alcohol casero cuando empieza a pasar tiempo con Cletus después de que este salva la vida de los Simpson, mientras Lisa se hace amiga de tres adolescentes wiccanas."
21,"Oh, hermano, ¿dónde estás, Bart?",13 dic. 2009,7.1,915,"Bart siente celos del vínculo especial entre Maggie y Lisa como hermanas, así que va a un orfanato y «adopta» a un hermano menor."
21,Los jueves con Abie,3 ene. 2010,6.6,804,"Homer se pone celoso cuando un columnista de prensa sindicado empieza a publicar las historias del Abuelo, mientras a Bart le encargan cuidar durante el fin de semana la oveja de peluche de la clase."
21,Érase una vez en Springfield,10 ene. 2010,6.5,861,"La hostilidad entre Krusty y la nueva coprotagonista femenina que le imponen pronto se transforma en romance, mientras un reclutador anima a Homer, Lenny y Carl a aceptar un trabajo en otra planta nuclear."
